symbol,name,name_key,listing_date,unlock_date,term,ipo_price,market,lead_manager,listed_shares,ipo_price_source
372320,큐로셀,큐로셀,2023-11-09,2023-12-09,1M,20000.0,코스닥,"미래에셋증권 주식회사,삼성증권(주)",,38
372320,큐로셀,큐로셀,2023-11-09,2024-02-09,3M,20000.0,코스닥,"미래에셋증권 주식회사,삼성증권(주)",,38
372320,큐로셀,큐로셀,2023-11-09,2024-05-09,6M,20000.0,코스닥,"미래에셋증권 주식회사,삼성증권(주)",,38
372320,큐로셀,큐로셀,2023-11-09,2024-11-09,1Y,20000.0,코스닥,"미래에셋증권 주식회사,삼성증권(주)",,38
365330,에스와이스틸텍,에스와이스틸텍,2023-11-13,2023-11-28,15D,1800.0,코스닥,KB증권(주),,38
365330,에스와이스틸텍,에스와이스틸텍,2023-11-13,2023-12-13,1M,1800.0,코스닥,KB증권(주),,38
365330,에스와이스틸텍,에스와이스틸텍,2023-11-13,2024-02-13,3M,1800.0,코스닥,KB증권(주),,38
365330,에스와이스틸텍,에스와이스틸텍,2023-11-13,2024-05-13,6M,1800.0,코스닥,KB증권(주),,38
365330,에스와이스틸텍,에스와이스틸텍,2023-11-13,2024-11-13,1Y,1800.0,코스닥,KB증권(주),,38
445090,에이직랜드,에이직랜드,2023-11-13,2023-11-28,15D,25000.0,코스닥,삼성증권(주),,38
445090,에이직랜드,에이직랜드,2023-11-13,2023-12-13,1M,25000.0,코스닥,삼성증권(주),,38
445090,에이직랜드,에이직랜드,2023-11-13,2024-02-13,3M,25000.0,코스닥,삼성증권(주),,38
445090,에이직랜드,에이직랜드,2023-11-13,2024-05-13,6M,25000.0,코스닥,삼성증권(주),,38
445090,에이직랜드,에이직랜드,2023-11-13,2024-11-13,1Y,25000.0,코스닥,삼성증권(주),,38
452300,캡스톤파트너스,캡스톤파트너스,2023-11-15,2023-11-30,15D,4000.0,코스닥,엔에이치투자증권(주),,38
452300,캡스톤파트너스,캡스톤파트너스,2023-11-15,2023-12-15,1M,4000.0,코스닥,엔에이치투자증권(주),,38
452300,캡스톤파트너스,캡스톤파트너스,2023-11-15,2024-02-15,3M,4000.0,코스닥,엔에이치투자증권(주),,38
452300,캡스톤파트너스,캡스톤파트너스,2023-11-15,2024-05-15,6M,4000.0,코스닥,엔에이치투자증권(주),,38
452300,캡스톤파트너스,캡스톤파트너스,2023-11-15,2024-11-15,1Y,4000.0,코스닥,엔에이치투자증권(주),,38
296160,프로젠,프로젠,2023-11-15,2023-11-30,15D,,코넥스,하나증권(주),,
296160,프로젠,프로젠,2023-11-15,2023-12-15,1M,,코넥스,하나증권(주),,
296160,프로젠,프로젠,2023-11-15,2024-02-15,3M,,코넥스,하나증권(주),,
296160,프로젠,프로젠,2023-11-15,2024-05-15,6M,,코넥스,하나증권(주),,
296160,프로젠,프로젠,2023-11-15,2024-11-15,1Y,,코넥스,하나증권(주),,
450080,에코프로머티,에코프로머티,2023-11-17,2023-12-02,15D,36200.0,유가,"미래에셋증권 주식회사,엔에이치투자증권(주)",,kind
450080,에코프로머티,에코프로머티,2023-11-17,2023-12-17,1M,36200.0,유가,"미래에셋증권 주식회사,엔에이치투자증권(주)",,kind
450080,에코프로머티,에코프로머티,2023-11-17,2024-02-17,3M,36200.0,유가,"미래에셋증권 주식회사,엔에이치투자증권(주)",,kind
450080,에코프로머티,에코프로머티,2023-11-17,2024-05-17,6M,36200.0,유가,"미래에셋증권 주식회사,엔에이치투자증권(주)",,kind
450080,에코프로머티,에코프로머티,2023-11-17,2024-11-17,1Y,36200.0,유가,"미래에셋증권 주식회사,엔에이치투자증권(주)",,kind
352090,스톰테크,스톰테크,2023-11-20,2023-12-05,15D,11000.0,코스닥,iM증권,,38
352090,스톰테크,스톰테크,2023-11-20,2023-12-20,1M,11000.0,코스닥,iM증권,,38
352090,스톰테크,스톰테크,2023-11-20,2024-02-20,3M,11000.0,코스닥,iM증권,,38
352090,스톰테크,스톰테크,2023-11-20,2024-05-20,6M,11000.0,코스닥,iM증권,,38
352090,스톰테크,스톰테크,2023-11-20,2024-11-20,1Y,11000.0,코스닥,iM증권,,38
111380,동인기연,동인기연,2023-11-21,2023-12-06,15D,30000.0,유가,엔에이치투자증권(주),,38
111380,동인기연,동인기연,2023-11-21,2023-12-21,1M,30000.0,유가,엔에이치투자증권(주),,38
111380,동인기연,동인기연,2023-11-21,2024-02-21,3M,30000.0,유가,엔에이치투자증권(주),,38
111380,동인기연,동인기연,2023-11-21,2024-05-21,6M,30000.0,유가,엔에이치투자증권(주),,38
111380,동인기연,동인기연,2023-11-21,2024-11-21,1Y,30000.0,유가,엔에이치투자증권(주),,38
448280,에코아이,에코아이,2023-11-21,2023-12-06,15D,34700.0,코스닥,KB증권(주),,38
448280,에코아이,에코아이,2023-11-21,2023-12-21,1M,34700.0,코스닥,KB증권(주),,38
448280,에코아이,에코아이,2023-11-21,2024-02-21,3M,34700.0,코스닥,KB증권(주),,38
448280,에코아이,에코아이,2023-11-21,2024-05-21,6M,34700.0,코스닥,KB증권(주),,38
448280,에코아이,에코아이,2023-11-21,2024-11-21,1Y,34700.0,코스닥,KB증권(주),,38
402490,그린리소스,그린리소스,2023-11-24,2023-12-09,15D,17000.0,코스닥,엔에이치투자증권(주),,38
402490,그린리소스,그린리소스,2023-11-24,2023-12-24,1M,17000.0,코스닥,엔에이치투자증권(주),,38
402490,그린리소스,그린리소스,2023-11-24,2024-02-24,3M,17000.0,코스닥,엔에이치투자증권(주),,38
402490,그린리소스,그린리소스,2023-11-24,2024-05-24,6M,17000.0,코스닥,엔에이치투자증권(주),,38
402490,그린리소스,그린리소스,2023-11-24,2024-11-24,1Y,17000.0,코스닥,엔에이치투자증권(주),,38
452160,제이엔비,제이엔비,2023-11-24,2023-12-09,15D,,코스닥,nan,,
452160,제이엔비,제이엔비,2023-11-24,2023-12-24,1M,,코스닥,nan,,
452160,제이엔비,제이엔비,2023-11-24,2024-02-24,3M,,코스닥,nan,,
452160,제이엔비,제이엔비,2023-11-24,2024-05-24,6M,,코스닥,nan,,
452160,제이엔비,제이엔비,2023-11-24,2024-11-24,1Y,,코스닥,nan,,
452280,한선엔지니어링,한선엔지니어링,2023-11-24,2023-12-09,15D,7000.0,코스닥,대신증권(주),,38
452280,한선엔지니어링,한선엔지니어링,2023-11-24,2023-12-24,1M,7000.0,코스닥,대신증권(주),,38
452280,한선엔지니어링,한선엔지니어링,2023-11-24,2024-02-24,3M,7000.0,코스닥,대신증권(주),,38
452280,한선엔지니어링,한선엔지니어링,2023-11-24,2024-05-24,6M,7000.0,코스닥,대신증권(주),,38
452280,한선엔지니어링,한선엔지니어링,2023-11-24,2024-11-24,1Y,7000.0,코스닥,대신증권(주),,38
453860,에이에스텍,에이에스텍,2023-11-28,2023-12-13,15D,28000.0,코스닥,미래에셋증권 주식회사,,38
453860,에이에스텍,에이에스텍,2023-11-28,2023-12-28,1M,28000.0,코스닥,미래에셋증권 주식회사,,38
453860,에이에스텍,에이에스텍,2023-11-28,2024-02-28,3M,28000.0,코스닥,미래에셋증권 주식회사,,38
453860,에이에스텍,에이에스텍,2023-11-28,2024-05-28,6M,28000.0,코스닥,미래에셋증권 주식회사,,38
453860,에이에스텍,에이에스텍,2023-11-28,2024-11-28,1Y,28000.0,코스닥,미래에셋증권 주식회사,,38
355690,에이텀,에이텀,2023-12-01,2023-12-16,15D,18000.0,코스닥,하나증권주식회사,,38
355690,에이텀,에이텀,2023-12-01,2024-01-01,1M,18000.0,코스닥,하나증권주식회사,,38
355690,에이텀,에이텀,2023-12-01,2024-03-01,3M,18000.0,코스닥,하나증권주식회사,,38
355690,에이텀,에이텀,2023-12-01,2024-06-01,6M,18000.0,코스닥,하나증권주식회사,,38
355690,에이텀,에이텀,2023-12-01,2024-12-01,1Y,18000.0,코스닥,하나증권주식회사,,38
338840,와이바이오로직스,와이바이오로직스,2023-12-05,2023-12-20,15D,9000.0,코스닥,유안타증권(주),,38
338840,와이바이오로직스,와이바이오로직스,2023-12-05,2024-01-05,1M,9000.0,코스닥,유안타증권(주),,38
338840,와이바이오로직스,와이바이오로직스,2023-12-05,2024-03-05,3M,9000.0,코스닥,유안타증권(주),,38
338840,와이바이오로직스,와이바이오로직스,2023-12-05,2024-06-05,6M,9000.0,코스닥,유안타증권(주),,38
338840,와이바이오로직스,와이바이오로직스,2023-12-05,2024-12-05,1Y,9000.0,코스닥,유안타증권(주),,38
432470,케이엔에스,케이엔에스,2023-12-06,2023-12-21,15D,23000.0,코스닥,신영증권(주),,38
432470,케이엔에스,케이엔에스,2023-12-06,2024-01-06,1M,23000.0,코스닥,신영증권(주),,38
432470,케이엔에스,케이엔에스,2023-12-06,2024-03-06,3M,23000.0,코스닥,신영증권(주),,38
432470,케이엔에스,케이엔에스,2023-12-06,2024-06-06,6M,23000.0,코스닥,신영증권(주),,38
432470,케이엔에스,케이엔에스,2023-12-06,2024-12-06,1Y,23000.0,코스닥,신영증권(주),,38
417200,LS머트리얼즈,ls머트리얼즈,2023-12-12,2023-12-27,15D,6000.0,코스닥,"KB증권(주),키움증권(주)",,38
417200,LS머트리얼즈,ls머트리얼즈,2023-12-12,2024-01-12,1M,6000.0,코스닥,"KB증권(주),키움증권(주)",,38
417200,LS머트리얼즈,ls머트리얼즈,2023-12-12,2024-03-12,3M,6000.0,코스닥,"KB증권(주),키움증권(주)",,38
417200,LS머트리얼즈,ls머트리얼즈,2023-12-12,2024-06-12,6M,6000.0,코스닥,"KB증권(주),키움증권(주)",,38
417200,LS머트리얼즈,ls머트리얼즈,2023-12-12,2024-12-12,1Y,6000.0,코스닥,"KB증권(주),키움증권(주)",,38
439580,블루엠텍,블루엠텍,2023-12-13,2023-12-28,15D,19000.0,코스닥,"키움증권(주),하나증권주식회사",,38
439580,블루엠텍,블루엠텍,2023-12-13,2024-01-13,1M,19000.0,코스닥,"키움증권(주),하나증권주식회사",,38
439580,블루엠텍,블루엠텍,2023-12-13,2024-03-13,3M,19000.0,코스닥,"키움증권(주),하나증권주식회사",,38
439580,블루엠텍,블루엠텍,2023-12-13,2024-06-13,6M,19000.0,코스닥,"키움증권(주),하나증권주식회사",,38
439580,블루엠텍,블루엠텍,2023-12-13,2024-12-13,1Y,19000.0,코스닥,"키움증권(주),하나증권주식회사",,38
109670,씨싸이트,씨싸이트,2023-12-21,2024-01-05,15D,,코스닥,nan,,
109670,씨싸이트,씨싸이트,2023-12-21,2024-01-21,1M,,코스닥,nan,,
109670,씨싸이트,씨싸이트,2023-12-21,2024-03-21,3M,,코스닥,nan,,
109670,씨싸이트,씨싸이트,2023-12-21,2024-06-21,6M,,코스닥,nan,,
109670,씨싸이트,씨싸이트,2023-12-21,2024-12-21,1Y,,코스닥,nan,,
017860,DS단석,ds단석,2023-12-22,2024-01-06,15D,100000.0,유가,"엔에이치투자증권(주),KB증권(주)",,kind
017860,DS단석,ds단석,2023-12-22,2024-01-22,1M,100000.0,유가,"엔에이치투자증권(주),KB증권(주)",,kind
017860,DS단석,ds단석,2023-12-22,2024-03-22,3M,100000.0,유가,"엔에이치투자증권(주),KB증권(주)",,kind
017860,DS단석,ds단석,2023-12-22,2024-06-22,6M,100000.0,유가,"엔에이치투자증권(주),KB증권(주)",,kind
017860,DS단석,ds단석,2023-12-22,2024-12-22,1Y,100000.0,유가,"엔에이치투자증권(주),KB증권(주)",,kind
022100,포스코DX,포스코dx,2024-01-02,2024-01-17,15D,0.0,유가,KB증권(주),,kind
022100,포스코DX,포스코dx,2024-01-02,2024-02-02,1M,0.0,유가,KB증권(주),,kind
022100,포스코DX,포스코dx,2024-01-02,2024-04-02,3M,0.0,유가,KB증권(주),,kind
022100,포스코DX,포스코dx,2024-01-02,2024-07-02,6M,0.0,유가,KB증권(주),,kind
022100,포스코DX,포스코dx,2024-01-02,2025-01-02,1Y,0.0,유가,KB증권(주),,kind
452190,한빛레이저,한빛레이저,2024-01-04,2024-01-19,15D,,코스닥,nan,,
452190,한빛레이저,한빛레이저,2024-01-04,2024-02-04,1M,,코스닥,nan,,
452190,한빛레이저,한빛레이저,2024-01-04,2024-04-04,3M,,코스닥,nan,,
452190,한빛레이저,한빛레이저,2024-01-04,2024-07-04,6M,,코스닥,nan,,
452190,한빛레이저,한빛레이저,2024-01-04,2025-01-04,1Y,,코스닥,nan,,
267080,세븐브로이맥주,세븐브로이맥주,2024-01-17,2024-02-01,15D,,코넥스,키움증권(주),,
267080,세븐브로이맥주,세븐브로이맥주,2024-01-17,2024-02-17,1M,,코넥스,키움증권(주),,
267080,세븐브로이맥주,세븐브로이맥주,2024-01-17,2024-04-17,3M,,코넥스,키움증권(주),,
267080,세븐브로이맥주,세븐브로이맥주,2024-01-17,2024-07-17,6M,,코넥스,키움증권(주),,
267080,세븐브로이맥주,세븐브로이맥주,2024-01-17,2025-01-17,1Y,,코넥스,키움증권(주),,
457550,우진엔텍,우진엔텍,2024-01-24,2024-02-08,15D,5300.0,코스닥,KB증권(주),,38
457550,우진엔텍,우진엔텍,2024-01-24,2024-02-24,1M,5300.0,코스닥,KB증권(주),,38
457550,우진엔텍,우진엔텍,2024-01-24,2024-04-24,3M,5300.0,코스닥,KB증권(주),,38
457550,우진엔텍,우진엔텍,2024-01-24,2024-07-24,6M,5300.0,코스닥,KB증권(주),,38
457550,우진엔텍,우진엔텍,2024-01-24,2025-01-24,1Y,5300.0,코스닥,KB증권(주),,38
440290,HB인베스트먼트,hb인베스트먼트,2024-01-25,2024-02-09,15D,3400.0,코스닥,엔에이치투자증권(주),,kind
440290,HB인베스트먼트,hb인베스트먼트,2024-01-25,2024-02-25,1M,3400.0,코스닥,엔에이치투자증권(주),,kind
440290,HB인베스트먼트,hb인베스트먼트,2024-01-25,2024-04-25,3M,3400.0,코스닥,엔에이치투자증권(주),,kind
440290,HB인베스트먼트,hb인베스트먼트,2024-01-25,2024-07-25,6M,3400.0,코스닥,엔에이치투자증권(주),,kind
440290,HB인베스트먼트,hb인베스트먼트,2024-01-25,2025-01-25,1Y,3400.0,코스닥,엔에이치투자증권(주),,kind
362990,드림인사이트,드림인사이트,2024-01-25,2024-02-09,15D,,코스닥,nan,,
362990,드림인사이트,드림인사이트,2024-01-25,2024-02-25,1M,,코스닥,nan,,
362990,드림인사이트,드림인사이트,2024-01-25,2024-04-25,3M,,코스닥,nan,,
362990,드림인사이트,드림인사이트,2024-01-25,2024-07-25,6M,,코스닥,nan,,
362990,드림인사이트,드림인사이트,2024-01-25,2025-01-25,1Y,,코스닥,nan,,
460930,현대힘스,현대힘스,2024-01-26,2024-02-10,15D,7300.0,코스닥,미래에셋증권 주식회사,,38
460930,현대힘스,현대힘스,2024-01-26,2024-02-26,1M,7300.0,코스닥,미래에셋증권 주식회사,,38
460930,현대힘스,현대힘스,2024-01-26,2024-04-26,3M,7300.0,코스닥,미래에셋증권 주식회사,,38
460930,현대힘스,현대힘스,2024-01-26,2024-07-26,6M,7300.0,코스닥,미래에셋증권 주식회사,,38
460930,현대힘스,현대힘스,2024-01-26,2025-01-26,1Y,7300.0,코스닥,미래에셋증권 주식회사,,38
066970,엘앤에프,엘앤에프,2024-01-29,2024-02-13,15D,0.0,유가,미래에셋증권 주식회사,,kind
066970,엘앤에프,엘앤에프,2024-01-29,2024-02-29,1M,0.0,유가,미래에셋증권 주식회사,,kind
066970,엘앤에프,엘앤에프,2024-01-29,2024-04-29,3M,0.0,유가,미래에셋증권 주식회사,,kind
066970,엘앤에프,엘앤에프,2024-01-29,2024-07-29,6M,0.0,유가,미래에셋증권 주식회사,,kind
066970,엘앤에프,엘앤에프,2024-01-29,2025-01-29,1Y,0.0,유가,미래에셋증권 주식회사,,kind
105760,포스뱅크,포스뱅크,2024-01-29,2024-02-13,15D,18000.0,코스닥,하나증권주식회사,,38
105760,포스뱅크,포스뱅크,2024-01-29,2024-02-29,1M,18000.0,코스닥,하나증권주식회사,,38
105760,포스뱅크,포스뱅크,2024-01-29,2024-04-29,3M,18000.0,코스닥,하나증권주식회사,,38
105760,포스뱅크,포스뱅크,2024-01-29,2024-07-29,6M,18000.0,코스닥,하나증권주식회사,,38
105760,포스뱅크,포스뱅크,2024-01-29,2025-01-29,1Y,18000.0,코스닥,하나증권주식회사,,38
199550,레이저옵텍,레이저옵텍,2024-02-01,2024-02-16,15D,,코스닥,nan,,
199550,레이저옵텍,레이저옵텍,2024-02-01,2024-03-01,1M,,코스닥,nan,,
199550,레이저옵텍,레이저옵텍,2024-02-01,2024-05-01,3M,,코스닥,nan,,
199550,레이저옵텍,레이저옵텍,2024-02-01,2024-08-01,6M,,코스닥,nan,,
199550,레이저옵텍,레이저옵텍,2024-02-01,2025-02-01,1Y,,코스닥,nan,,
452400,이닉스,이닉스,2024-02-01,2024-02-16,15D,14000.0,코스닥,삼성증권(주),,38
452400,이닉스,이닉스,2024-02-01,2024-03-01,1M,14000.0,코스닥,삼성증권(주),,38
452400,이닉스,이닉스,2024-02-01,2024-05-01,3M,14000.0,코스닥,삼성증권(주),,38
452400,이닉스,이닉스,2024-02-01,2024-08-01,6M,14000.0,코스닥,삼성증권(주),,38
452400,이닉스,이닉스,2024-02-01,2025-02-01,1Y,14000.0,코스닥,삼성증권(주),,38
472850,폰드그룹,폰드그룹,2024-02-02,2024-02-17,15D,,코스닥,엔에이치투자증권(주),,
472850,폰드그룹,폰드그룹,2024-02-02,2024-03-02,1M,,코스닥,엔에이치투자증권(주),,
472850,폰드그룹,폰드그룹,2024-02-02,2024-05-02,3M,,코스닥,엔에이치투자증권(주),,
472850,폰드그룹,폰드그룹,2024-02-02,2024-08-02,6M,,코스닥,엔에이치투자증권(주),,
472850,폰드그룹,폰드그룹,2024-02-02,2025-02-02,1Y,,코스닥,엔에이치투자증권(주),,
415380,스튜디오삼익,스튜디오삼익,2024-02-06,2024-02-21,15D,18000.0,코스닥,DB증권주식회사,,38
415380,스튜디오삼익,스튜디오삼익,2024-02-06,2024-03-06,1M,18000.0,코스닥,DB증권주식회사,,38
415380,스튜디오삼익,스튜디오삼익,2024-02-06,2024-05-06,3M,18000.0,코스닥,DB증권주식회사,,38
415380,스튜디오삼익,스튜디오삼익,2024-02-06,2024-08-06,6M,18000.0,코스닥,DB증권주식회사,,38
415380,스튜디오삼익,스튜디오삼익,2024-02-06,2025-02-06,1Y,18000.0,코스닥,DB증권주식회사,,38
443670,에스피소프트,에스피소프트,2024-02-15,2024-03-01,15D,,코스닥,nan,,
443670,에스피소프트,에스피소프트,2024-02-15,2024-03-15,1M,,코스닥,nan,,
443670,에스피소프트,에스피소프트,2024-02-15,2024-05-15,3M,,코스닥,nan,,
443670,에스피소프트,에스피소프트,2024-02-15,2024-08-15,6M,,코스닥,nan,,
443670,에스피소프트,에스피소프트,2024-02-15,2025-02-15,1Y,,코스닥,nan,,
452430,사피엔반도체,사피엔반도체,2024-02-19,2024-03-05,15D,,코스닥,nan,,
452430,사피엔반도체,사피엔반도체,2024-02-19,2024-03-19,1M,,코스닥,nan,,
452430,사피엔반도체,사피엔반도체,2024-02-19,2024-05-19,3M,,코스닥,nan,,
452430,사피엔반도체,사피엔반도체,2024-02-19,2024-08-19,6M,,코스닥,nan,,
452430,사피엔반도체,사피엔반도체,2024-02-19,2025-02-19,1Y,,코스닥,nan,,
068100,케이웨더,케이웨더,2024-02-22,2024-03-08,15D,7000.0,코스닥,엔에이치투자증권(주),,38
068100,케이웨더,케이웨더,2024-02-22,2024-03-22,1M,7000.0,코스닥,엔에이치투자증권(주),,38
068100,케이웨더,케이웨더,2024-02-22,2024-05-22,3M,7000.0,코스닥,엔에이치투자증권(주),,38
068100,케이웨더,케이웨더,2024-02-22,2024-08-22,6M,7000.0,코스닥,엔에이치투자증권(주),,38
068100,케이웨더,케이웨더,2024-02-22,2025-02-22,1Y,7000.0,코스닥,엔에이치투자증권(주),,38
418620,E8,e8,2024-02-23,2024-03-09,15D,,코스닥,nan,,
418620,E8,e8,2024-02-23,2024-03-23,1M,,코스닥,nan,,
418620,E8,e8,2024-02-23,2024-05-23,3M,,코스닥,nan,,
418620,E8,e8,2024-02-23,2024-08-23,6M,,코스닥,nan,,
418620,E8,e8,2024-02-23,2025-02-23,1Y,,코스닥,nan,,
360350,코셈,코셈,2024-02-23,2024-03-09,15D,16000.0,코스닥,키움증권(주),,38
360350,코셈,코셈,2024-02-23,2024-03-23,1M,16000.0,코스닥,키움증권(주),,38
360350,코셈,코셈,2024-02-23,2024-05-23,3M,16000.0,코스닥,키움증권(주),,38
360350,코셈,코셈,2024-02-23,2024-08-23,6M,16000.0,코스닥,키움증권(주),,38
360350,코셈,코셈,2024-02-23,2025-02-23,1Y,16000.0,코스닥,키움증권(주),,38
278470,에이피알,에이피알,2024-02-27,2024-03-13,15D,250000.0,유가,"신한투자증권 주식회사,하나증권주식회사",,38
278470,에이피알,에이피알,2024-02-27,2024-03-27,1M,250000.0,유가,"신한투자증권 주식회사,하나증권주식회사",,38
278470,에이피알,에이피알,2024-02-27,2024-05-27,3M,250000.0,유가,"신한투자증권 주식회사,하나증권주식회사",,38
278470,에이피알,에이피알,2024-02-27,2024-08-27,6M,250000.0,유가,"신한투자증권 주식회사,하나증권주식회사",,38
278470,에이피알,에이피알,2024-02-27,2025-02-27,1Y,250000.0,유가,"신한투자증권 주식회사,하나증권주식회사",,38
199430,케이엔알시스템,케이엔알시스템,2024-03-07,2024-03-22,15D,13500.0,코스닥,"엔에이치투자증권(주),DB증권주식회사",,38
199430,케이엔알시스템,케이엔알시스템,2024-03-07,2024-04-07,1M,13500.0,코스닥,"엔에이치투자증권(주),DB증권주식회사",,38
199430,케이엔알시스템,케이엔알시스템,2024-03-07,2024-06-07,3M,13500.0,코스닥,"엔에이치투자증권(주),DB증권주식회사",,38
199430,케이엔알시스템,케이엔알시스템,2024-03-07,2024-09-07,6M,13500.0,코스닥,"엔에이치투자증권(주),DB증권주식회사",,38
199430,케이엔알시스템,케이엔알시스템,2024-03-07,2025-03-07,1Y,13500.0,코스닥,"엔에이치투자증권(주),DB증권주식회사",,38
036220,오상헬스케어,오상헬스케어,2024-03-13,2024-03-28,15D,20000.0,코스닥,엔에이치투자증권(주),,38
036220,오상헬스케어,오상헬스케어,2024-03-13,2024-04-13,1M,20000.0,코스닥,엔에이치투자증권(주),,38
036220,오상헬스케어,오상헬스케어,2024-03-13,2024-06-13,3M,20000.0,코스닥,엔에이치투자증권(주),,38
036220,오상헬스케어,오상헬스케어,2024-03-13,2024-09-13,6M,20000.0,코스닥,엔에이치투자증권(주),,38
036220,오상헬스케어,오상헬스케어,2024-03-13,2025-03-13,1Y,20000.0,코스닥,엔에이치투자증권(주),,38
437730,삼현,삼현,2024-03-21,2024-04-05,15D,30000.0,코스닥,한국투자증권(주),,38
437730,삼현,삼현,2024-03-21,2024-04-21,1M,30000.0,코스닥,한국투자증권(주),,38
437730,삼현,삼현,2024-03-21,2024-06-21,3M,30000.0,코스닥,한국투자증권(주),,38
437730,삼현,삼현,2024-03-21,2024-09-21,6M,30000.0,코스닥,한국투자증권(주),,38
437730,삼현,삼현,2024-03-21,2025-03-21,1Y,30000.0,코스닥,한국투자증권(주),,38
420570,제이투케이바이오,제이투케이바이오,2024-03-25,2024-04-09,15D,,코스닥,nan,,
420570,제이투케이바이오,제이투케이바이오,2024-03-25,2024-04-25,1M,,코스닥,nan,,
420570,제이투케이바이오,제이투케이바이오,2024-03-25,2024-06-25,3M,,코스닥,nan,,
420570,제이투케이바이오,제이투케이바이오,2024-03-25,2024-09-25,6M,,코스닥,nan,,
420570,제이투케이바이오,제이투케이바이오,2024-03-25,2025-03-25,1Y,,코스닥,nan,,
455900,엔젤로보틱스,엔젤로보틱스,2024-03-26,2024-04-10,15D,20000.0,코스닥,엔에이치투자증권(주),,38
455900,엔젤로보틱스,엔젤로보틱스,2024-03-26,2024-04-26,1M,20000.0,코스닥,엔에이치투자증권(주),,38
455900,엔젤로보틱스,엔젤로보틱스,2024-03-26,2024-06-26,3M,20000.0,코스닥,엔에이치투자증권(주),,38
455900,엔젤로보틱스,엔젤로보틱스,2024-03-26,2024-09-26,6M,20000.0,코스닥,엔에이치투자증권(주),,38
455900,엔젤로보틱스,엔젤로보틱스,2024-03-26,2025-03-26,1Y,20000.0,코스닥,엔에이치투자증권(주),,38
475150,SK이터닉스,sk이터닉스,2024-03-29,2024-04-13,15D,,유가,엔에이치투자증권(주),,
475150,SK이터닉스,sk이터닉스,2024-03-29,2024-04-29,1M,,유가,엔에이치투자증권(주),,
475150,SK이터닉스,sk이터닉스,2024-03-29,2024-06-29,3M,,유가,엔에이치투자증권(주),,
475150,SK이터닉스,sk이터닉스,2024-03-29,2024-09-29,6M,,유가,엔에이치투자증권(주),,
475150,SK이터닉스,sk이터닉스,2024-03-29,2025-03-29,1Y,,유가,엔에이치투자증권(주),,
461030,아이엠비디엑스,아이엠비디엑스,2024-04-03,2024-04-18,15D,13000.0,코스닥,미래에셋증권 주식회사,,38
461030,아이엠비디엑스,아이엠비디엑스,2024-04-03,2024-05-03,1M,13000.0,코스닥,미래에셋증권 주식회사,,38
461030,아이엠비디엑스,아이엠비디엑스,2024-04-03,2024-07-03,3M,13000.0,코스닥,미래에셋증권 주식회사,,38
461030,아이엠비디엑스,아이엠비디엑스,2024-04-03,2024-10-03,6M,13000.0,코스닥,미래에셋증권 주식회사,,38
461030,아이엠비디엑스,아이엠비디엑스,2024-04-03,2025-04-03,1Y,13000.0,코스닥,미래에셋증권 주식회사,,38
451250,삐아,삐아,2024-04-25,2024-05-10,15D,,코스닥,nan,,
451250,삐아,삐아,2024-04-25,2024-05-25,1M,,코스닥,nan,,
451250,삐아,삐아,2024-04-25,2024-07-25,3M,,코스닥,nan,,
451250,삐아,삐아,2024-04-25,2024-10-25,6M,,코스닥,nan,,
451250,삐아,삐아,2024-04-25,2025-04-25,1Y,,코스닥,nan,,
412540,제일엠앤에스,제일엠앤에스,2024-04-30,2024-05-15,15D,22000.0,코스닥,KB증권(주),,38
412540,제일엠앤에스,제일엠앤에스,2024-04-30,2024-05-30,1M,22000.0,코스닥,KB증권(주),,38
412540,제일엠앤에스,제일엠앤에스,2024-04-30,2024-07-30,3M,22000.0,코스닥,KB증권(주),,38
412540,제일엠앤에스,제일엠앤에스,2024-04-30,2024-10-30,6M,22000.0,코스닥,KB증권(주),,38
412540,제일엠앤에스,제일엠앤에스,2024-04-30,2025-04-30,1Y,22000.0,코스닥,KB증권(주),,38
347850,디앤디파마텍,디앤디파마텍,2024-05-02,2024-05-17,15D,33000.0,코스닥,한국투자증권(주),,38
347850,디앤디파마텍,디앤디파마텍,2024-05-02,2024-06-02,1M,33000.0,코스닥,한국투자증권(주),,38
347850,디앤디파마텍,디앤디파마텍,2024-05-02,2024-08-02,3M,33000.0,코스닥,한국투자증권(주),,38
347850,디앤디파마텍,디앤디파마텍,2024-05-02,2024-11-02,6M,33000.0,코스닥,한국투자증권(주),,38
347850,디앤디파마텍,디앤디파마텍,2024-05-02,2025-05-02,1Y,33000.0,코스닥,한국투자증권(주),,38
452200,민테크,민테크,2024-05-03,2024-05-18,15D,10500.0,코스닥,KB증권(주),,38
452200,민테크,민테크,2024-05-03,2024-06-03,1M,10500.0,코스닥,KB증권(주),,38
452200,민테크,민테크,2024-05-03,2024-08-03,3M,10500.0,코스닥,KB증권(주),,38
452200,민테크,민테크,2024-05-03,2024-11-03,6M,10500.0,코스닥,KB증권(주),,38
452200,민테크,민테크,2024-05-03,2025-05-03,1Y,10500.0,코스닥,KB증권(주),,38
140430,카티스,카티스,2024-05-03,2024-05-18,15D,,코스닥,nan,,
140430,카티스,카티스,2024-05-03,2024-06-03,1M,,코스닥,nan,,
140430,카티스,카티스,2024-05-03,2024-08-03,3M,,코스닥,nan,,
140430,카티스,카티스,2024-05-03,2024-11-03,6M,,코스닥,nan,,
